ID,name,full_name,club,age,league,height_cm,weight_kg,nationality,eur_value,eur_wage,overall,potential,pac,sho,pas,dri,def,phy,international_reputation,weak_foot,work_rate_att,work_rate_def,preferred_foot
232860,K. Higashi,Keigo Higashi,F.C. Tokyo,26,Japanese J1 League,178,72,Japan,700000,4000,66,66,66,64,64,64,45,68,1,4,Medium,Low,Right
202909,D. Boo Wiklander,David Boo Wiklander,IFK Göteborg,32,Swedish Allsvenskan,180,81,Sweden,375000,2000,66,66,59,32,48,48,63,74,1,2,Low,High,Right
204445,M. Smith,Michael Smith,Heart of Midlothian,28,Scottish Premiership,180,71,Northern Ireland,500000,3000,66,66,81,39,57,62,63,72,1,4,High,High,Right
219293,M. Helik,Michał Helik,Cracovia,21,Polish Ekstraklasa,191,77,Poland,750000,2000,66,71,61,40,52,48,64,69,1,3,Medium,Medium,Right
220829,E. Torregrossa,Ernesto Torregrossa,Brescia,25,Italian Serie B,184,80,Italy,825000,8000,66,69,67,62,43,62,20,74,1,3,Medium,Low,Left
224669,Yin Hongbo,Hongbo Yin,,27,,180,69,China PR,0,0,66,66,65,59,66,65,49,64,1,4,High,Medium,Left
229277,J. Föhrenbach,Jonas Föhrenbach,Karlsruher SC,21,German 3. Liga,185,78,Germany,775000,5000,66,73,67,33,55,60,65,67,1,3,Medium,Medium,Left
217758,C. Washington,Conor Washington,Queens Park Rangers,25,English Championship,178,85,Northern Ireland,825000,9000,66,69,81,65,49,67,29,70,1,3,High,Medium,Right
226206,Clavería,Pablo Clavería Herraíz,Málaga CF,21,Spanish Primera División,180,72,Spain,825000,5000,66,74,59,63,54,59,66,61,1,3,Medium,High,Right
231070,B. Pittón,Bruno Pittón,Unión de Santa Fe,24,Argentinian Superliga,174,70,Argentina,750000,3000,66,72,72,54,56,59,67,48,1,2,Medium,Medium,Left
232350,J. Posavec,Josip Posavec,Palermo,21,Italian Serie B,190,82,Croatia,925000,1000,66,78,70,58,66,69,23,63,1,3,Medium,Medium,Right
178590,T. Cywka,Tomasz Cywka,Wisła Kraków,29,Polish Ekstraklasa,180,76,Poland,475000,3000,66,66,72,60,62,65,63,60,1,3,High,Medium,Right
190110,G. Navalovski,Giorgi Navalovski,FC SKA-Energiya Khabarovsk,31,Russian Premier League,172,65,Georgia,425000,6000,66,66,78,21,54,52,61,69,1,2,Medium,Medium,Left
203423,L. Thomas,Lawrence Thomas,Melbourne Victory,25,Australian A-League,191,91,Australia,600000,2000,66,70,69,64,57,67,38,64,1,2,Medium,Medium,Right
209567,R. Sufyani,Rabyi Mohammed Sufyani,Al Ittihad,30,Saudi Professional League,181,70,Saudi Arabia,600000,10000,66,66,71,62,62,65,33,69,1,3,Medium,Low,Left
210591,V. Khozin,Vladimir Khozin,FC Ural,27,Russian Premier League,185,78,Russia,525000,9000,66,66,65,50,59,55,66,71,1,3,Medium,High,Right
216479,A. Sadiku,Armando Sadiku,Legia Warszawa,26,Polish Ekstraklasa,185,80,Albania,825000,4000,66,69,76,66,42,61,33,64,1,2,Medium,Medium,Right
234399,J. Eggestein,Johannes Eggestein,SV Werder Bremen,19,German Bundesliga,183,75,Germany,1400000,5000,66,83,68,66,57,64,30,49,1,3,Medium,Low,Right
179871,M. Viniegra,Manuel Viniegra,Tiburones Rojos de Veracruz,29,Mexican Liga MX,180,79,Mexico,500000,15000,66,66,63,55,64,64,61,70,1,3,Medium,Low,Right
198816,P. Bouby,Pierre Bouby,US Orléans Loiret Football,33,French Ligue 2,184,78,France,260000,2000,66,66,59,53,60,61,61,74,1,2,Medium,Medium,Left
230561,J. Grot,Jay-Roy Grot,Leeds United,19,English Championship,193,93,Netherlands,1100000,6000,66,77,75,64,53,60,35,78,1,3,High,High,Right
231841,M. Prévot,Maxence Prévot,FC Sochaux-Montbéliard,20,French Ligue 2,184,70,France,925000,2000,66,78,66,63,66,67,34,65,1,3,Medium,Medium,Right
240289,Calero,Fernando Calero Villa,Real Valladolid,21,Spanish Segunda División,183,75,Spain,875000,2000,66,75,60,27,46,44,67,64,1,4,Medium,Medium,Right
189345,D. Peitz,Dominic Peitz,Holstein Kiel,32,German 2. Bundesliga,196,91,Germany,375000,4000,66,66,31,52,51,39,68,83,1,4,Medium,High,Left
193697,V. Jovanović,Vlastimir Jovanović,Termalica Bruk-Bet Nieciecza,32,Polish Ekstraklasa,183,77,Bosnia Herzegovina,375000,2000,66,66,65,59,61,63,65,70,1,3,Medium,High,Right
213922,D. Erdmann,Dennis Erdmann,1. FC Magdeburg,26,German 3. Liga,188,87,Germany,625000,1000,66,67,55,39,48,46,67,86,1,4,Medium,High,Right
19874,D. Whitehead,Dean Whitehead,Huddersfield Town,35,English Premier League,183,77,England,150000,8000,66,66,37,59,63,60,65,67,1,3,Medium,High,Right
235938,S. Gorga,Sebastián Gorga,Chacarita Juniors,23,Argentinian Superliga,180,70,Uruguay,825000,7000,66,74,70,29,37,44,66,71,1,3,Medium,Medium,Right
240034,L. Štetina,Lukáš Štetina,Sparta Praha,25,Czech Liga,185,85,Slovakia,700000,1000,66,70,58,35,33,43,64,74,1,2,Medium,Medium,Right
184482,J. Karacan,Jem Karacan,Bolton Wanderers,28,English Championship,176,67,Turkey,650000,11000,66,66,74,59,63,66,64,71,1,3,High,Medium,Right
198051,B. Zemanski,Ben Zemanski,Portland Timbers,29,USA Major League Soccer,180,68,United States,500000,3000,66,66,57,57,63,64,63,72,1,3,Medium,High,Right
227235,K. Kerschbaumer,Konstantin Kerschbaumer,DSC Arminia Bielefeld,25,German 2. Bundesliga,180,77,Austria,850000,11000,66,71,66,52,67,67,52,58,1,4,Medium,Medium,Right
229539,E. Montagna,Ezequiel Montagna,Temperley,23,Argentinian Superliga,174,73,Argentina,900000,5000,66,73,81,63,62,65,41,58,1,3,Medium,Low,Right
181411,Marcelinho,Marcelo Nascimento da Costa,,33,,175,70,Bulgaria,0,0,66,66,69,60,58,69,48,61,1,3,Medium,Medium,Right
186531,C. Myers,Chance Myers,Portland Timbers,29,USA Major League Soccer,183,75,United States,475000,3000,66,66,76,58,61,64,64,65,1,4,High,Medium,Right
193443,T. Coremans,Tim Coremans,ADO Den Haag,26,Holland Eredivisie,186,75,Netherlands,550000,3000,66,69,68,66,63,66,35,63,1,2,Medium,Medium,Right
202404,Daniel Amora,Daniel Lopes Amora,Al Raed,29,Saudi Professional League,187,78,Brazil,625000,7000,66,66,64,48,60,67,67,71,1,2,Medium,Medium,Right
208036,L. Thürauer,Lukas Thürauer,SKN St. Pölten,29,Austrian Bundesliga,183,75,Austria,625000,5000,66,66,76,60,62,69,34,55,1,4,Medium,Medium,Right
226468,A. Favilli,Andrea Favilli,Ascoli,20,Italian Serie B,190,85,Italy,1100000,1000,66,77,70,62,39,64,19,59,1,3,Medium,Medium,Right
232356,Park Tae Hong,Tae Hong Park,Daegu FC,26,Korean K League Classic,185,80,Korea Republic,650000,2000,66,68,67,27,38,44,68,68,1,3,Medium,High,Right
232612,K. Yonekura,Koki Yonekura,Gamba Osaka,29,Japanese J1 League,176,68,Japan,475000,4000,66,66,50,32,51,55,69,63,1,3,High,Medium,Right
193956,B. Pringle,Ben Pringle,Preston North End,28,English Championship,173,74,England,650000,5000,66,66,63,64,66,65,46,66,1,3,High,High,Left
202661,D. Boysen,David Boysen,Lyngby BK,26,Danish Superliga,179,71,Denmark,750000,4000,66,67,78,63,58,69,34,68,1,4,High,Medium,Right
211365,E. Hestad,Eirik Hestad,Molde FK,22,Norwegian Eliteserien,183,75,Norway,900000,2000,66,73,69,58,65,69,50,63,1,3,Medium,Medium,Left
216485,A. Tshibola,Aaron Tshibola,Milton Keynes Dons,22,English League One,190,81,England,1000000,9000,66,76,72,55,64,67,63,74,1,3,Medium,Medium,Right
221605,A. Jeremejeff,Alexander Jeremejeff,Malmö FF,23,Swedish Allsvenskan,192,85,Sweden,900000,2000,66,72,70,60,51,62,24,64,1,2,High,Medium,Right
184229,J. Thomassen,Joachim Thomassen,Sarpsborg 08 FF,29,Norwegian Eliteserien,180,78,Norway,475000,2000,66,66,78,50,61,63,60,76,1,4,Medium,Medium,Left
221350,T. Ambrose,Thierry Ambrose,NAC Breda,20,Holland Eredivisie,179,75,France,1100000,3000,66,77,86,63,49,68,25,54,1,2,High,Low,Right
229286,T. Skarke,Tim Skarke,1. FC Heidenheim,20,German 2. Bundesliga,179,71,Germany,925000,4000,66,73,77,62,59,68,29,49,1,3,Medium,Medium,Right
236198,Luis Marleiro,Luis Erick Marleiro Neves,Vitória ,25,Campeonato Brasileiro Série A,178,77,Brazil,725000,4000,66,66,81,67,52,62,41,73,1,2,Medium,Medium,Left
182694,J. Mattock,Joe Mattock,Rotherham United,27,English League One,181,78,England,600000,4000,66,67,73,45,60,64,63,68,1,3,Medium,Medium,Left
229543,D. Kiki,David Kiki,Stade Brestois 29,23,French Ligue 2,180,76,Benin,750000,2000,66,72,75,51,59,65,64,72,1,3,High,Medium,Left
231848,Q. Boisgard,Quentin Boisgard,Toulouse FC,20,French Ligue 1,174,75,France,1400000,6000,66,81,67,57,68,65,43,61,1,3,Medium,Medium,Right
235944,Brais Méndez,Brais Méndez Portela,RC Celta de Vigo,20,Spanish Primera División,187,78,Spain,1200000,5000,66,79,71,67,58,65,18,58,1,3,High,Medium,Left
186536,B. Shea,Brek Shea,Vancouver Whitecaps FC,27,USA Major League Soccer,191,86,United States,675000,3000,66,66,71,66,62,69,58,73,1,2,High,Medium,Left
209833,Tià Sastre,Sebastià Sastre Catalá,RC Celta de Vigo,23,Spanish Primera División,172,66,Spain,950000,6000,66,74,74,52,65,67,46,56,1,4,Medium,Medium,Left
237481,M. Van Heerden,Marc Van Heerden,Orlando Pirates,29,South African PSL,173,68,South Africa,475000,1000,66,66,68,42,59,62,64,67,1,3,Medium,Medium,Left
204458,A. Oshilaja,Adedeji Oshilaja,AFC Wimbledon,24,English League One,181,75,England,775000,2000,66,73,82,26,45,57,64,74,1,3,Medium,Medium,Right
232874,S. Yamamoto,Shuto Yamamoto,Kashima Antlers,32,Japanese J1 League,180,69,Japan,350000,4000,66,66,58,45,65,67,64,70,1,5,High,Medium,Right
222123,A. Long,Aaron Long,New York Red Bulls,24,USA Major League Soccer,185,78,United States,775000,2000,66,73,74,36,49,53,62,74,1,2,Medium,Medium,Right
223147,J. Biada,Julius Biada,Eintracht Braunschweig,24,German 2. Bundesliga,179,76,Germany,875000,7000,66,71,72,69,59,68,35,61,1,3,Medium,Medium,Right
160171,E. Franquez,Elias Franquez,Curicó Unido,25,Chilian Primera División,185,80,Chile,550000,1000,66,66,63,49,62,53,64,74,1,3,Medium,Medium,Left
191915,Lim Jong Eun,Jong Eun Lim,Jeonbuk Hyundai Motors,27,Korean K League Classic,192,88,Korea Republic,600000,3000,66,67,64,38,45,55,65,71,1,3,Medium,High,Right
193195,N. Ben Khalifa,Nassim Ben Khalifa,FC St. Gallen,25,Swiss Super League,183,79,Switzerland,825000,5000,66,69,68,58,64,68,28,71,1,3,Medium,High,Right
234668,F. Ananou,Frederic Ananou,Roda JC Kerkrade,19,Holland Eredivisie,182,78,Germany,825000,2000,66,75,78,38,46,57,65,69,1,2,Medium,Medium,Right
189868,M. Marshall,Mark Marshall,Charlton Athletic,30,English League One,170,69,Jamaica,600000,4000,66,66,91,57,59,69,30,63,1,5,High,Medium,Left
214445,D. López,Darwin López,Jaguares Fútbol Club,25,Colombian Primera A,176,77,Colombia,875000,1000,66,71,78,61,56,67,36,68,1,3,Medium,Medium,Right
163757,J. Walsh,Joe Walsh,Milton Keynes Dons,25,English League One,180,70,Wales,775000,3000,66,73,69,39,53,51,64,71,1,3,Medium,Medium,Left
237997,U. Antuna,Uriel Antuna,FC Groningen,19,Holland Eredivisie,174,59,Mexico,1200000,2000,66,79,77,52,61,70,34,44,1,3,Medium,Medium,Right
159918,R. Matisano,Raul Matisano,Club de Deportes Temuco,29,Chilian Primera División,177,72,Chile,475000,1000,66,66,65,55,61,56,65,64,1,4,Medium,Medium,Right
198063,Onwu,Manuel Onwu Villafranca,Lorca Deportiva CF,29,Spanish Segunda División,185,75,Spain,650000,3000,66,66,78,67,52,58,33,71,1,3,Medium,Medium,Right
205999,M. Rutten,Moreno Rutten,VVV-Venlo,24,Holland Eredivisie,177,69,Netherlands,700000,3000,66,70,68,49,60,61,66,68,1,3,Medium,Medium,Right
209071,Y. Al Nakhli,Yasyn Hamza Al Nakhli,Al Ittihad,26,Saudi Professional League,177,75,Saudi Arabia,625000,10000,66,67,72,46,59,58,63,75,1,3,Medium,Medium,Right
216751,D. Bejarano,Diego Bejarano,,25,,174,70,Bolivia,0,0,66,69,64,38,57,59,66,52,1,2,Medium,Medium,Right
222895,Leo Pereira,Leonardo Pereira,Orlando City Soccer Club,21,USA Major League Soccer,186,76,Brazil,725000,2000,66,70,56,35,45,40,66,71,1,2,Medium,High,Left
225455,V. Dávila,Víctor Dávila,Necaxa,19,Mexican Liga MX,170,66,Chile,875000,2000,66,73,71,55,62,67,32,48,1,3,Medium,Medium,Left
234927,R. Edwards,Raheem Edwards,Toronto FC,21,USA Major League Soccer,175,67,Canada,1200000,2000,66,78,85,52,60,68,57,63,1,2,High,High,Left
192431,Mario Ortíz,Mario Ortíz Ruíz,C.D. Leonesa S.A.D.,28,Spanish Segunda División,178,65,Spain,575000,3000,66,67,63,46,66,59,54,69,1,3,Medium,Medium,Right
231856,Álvaro Tejero,Álvaro Tejero Sacristán,Real Madrid CF,20,Spanish Primera División,174,69,Spain,1000000,22000,66,78,76,50,54,65,62,61,1,3,Medium,Medium,Right
192688,A. Papazoglou,Athanasios Papazoglou,Aalesunds FK,29,Norwegian Eliteserien,195,92,Greece,650000,5000,66,66,38,66,53,55,24,78,1,3,Medium,Medium,Right
200369,O. Halvorsen,Ole Jørgen Halvorsen,Sarpsborg 08 FF,29,Norwegian Eliteserien,178,75,Norway,625000,2000,66,66,76,58,59,65,52,68,1,3,High,High,Right
191921,Han Sang Wun,Sang Wun Han,Ulsan Hyundai Horang-i,31,Korean K League Classic,182,76,Korea Republic,550000,3000,66,66,69,60,70,67,39,67,1,3,Medium,Medium,Left
144050,A. Bunjaku,Albert Bunjaku,FC Erzgebirge Aue,33,German 2. Bundesliga,179,75,Kosovo,400000,3000,66,66,60,65,56,66,31,64,2,4,Medium,Medium,Right
159922,L. Gonzaloz,Luis Pedro Gonzaloz,Club de Deportes Temuco,29,Chilian Primera División,183,76,Chile,475000,1000,66,66,63,52,59,55,67,77,1,3,Medium,Medium,Right
163762,K. Keane,Keith Keane,Rochdale,30,English League One,175,70,Republic of Ireland,475000,2000,66,66,47,43,54,53,63,74,1,3,Medium,Medium,Right
234418,P. Kurzweg,Peter Kurzweg,1. FC Union Berlin,23,German 2. Bundesliga,180,77,Germany,700000,7000,66,70,85,44,63,65,57,67,1,3,High,Medium,Left
216755,Abner,Abner Felipe Souza de Almeida,Estoril Praia,21,Portuguese Primeira Liga,175,75,Brazil,1000000,22000,66,78,77,48,53,69,60,64,1,3,Medium,Medium,Left
224435,E. Tellechea,Emiliano Tellechea,Bahía Blanca,30,Argentinian Superliga,172,75,Uruguay,600000,3000,66,66,71,58,64,64,60,70,1,3,Medium,Medium,Right
160179,H. Sendiero,Hugo Sendiero,Santiago Wanderers,29,Chilian Primera División,176,70,Chile,475000,2000,66,66,67,41,51,64,65,69,1,4,Medium,Medium,Left
234163,K. Staude,Keanu Staude,DSC Arminia Bielefeld,20,German 2. Bundesliga,176,70,Germany,1000000,2000,66,75,74,59,60,74,41,50,1,3,Medium,Medium,Right
170163,L. McGugan,Lewis McGugan,Northampton Town,28,English League One,175,73,England,650000,3000,66,66,61,52,68,66,52,62,1,4,Medium,Medium,Right
193715,A. Tahar,Aymen Tahar,Boavista FC,27,Portuguese Primeira Liga,176,70,Algeria,550000,3000,66,66,68,62,62,70,63,66,1,3,Medium,Medium,Right
204212,A. Bourceanu,Alexandru Bourceanu,Arsenal Tula,32,Russian Premier League,176,74,Romania,475000,8000,66,66,62,63,68,62,67,75,1,2,Medium,High,Right
221620,M. Hairston,Marlon Hairston,Colorado Rapids,23,USA Major League Soccer,183,71,United States,825000,2000,66,69,80,58,58,64,57,61,1,3,Medium,Medium,Right
233140,R. Harakawa,Riki Harakawa,Sagan Tosu,23,Japanese J1 League,175,72,Japan,850000,2000,66,71,80,59,64,71,54,61,1,3,Medium,Medium,Right
238004,A. Guðmundsson,Albert Guðmundsson,PSV,20,Holland Eredivisie,177,66,Iceland,1000000,4000,66,75,72,60,62,69,38,56,1,3,High,Low,Right
220085,G. Waldschmidt,Gian-Luca Waldschmidt,Hamburger SV,21,German Bundesliga,181,75,Germany,1000000,8000,66,75,72,65,54,64,19,52,1,3,Medium,Medium,Left
234933,A. Sedlar,Aleksandar Sedlar,Piast Gliwice,25,Polish Ekstraklasa,178,79,Serbia,675000,2000,66,69,50,28,45,41,67,73,1,3,Medium,High,Right
49589,J. Jönsson,Jon Jönsson,IF Elfsborg,33,Swedish Allsvenskan,183,75,Sweden,260000,2000,66,66,57,48,55,52,60,66,1,1,High,Medium,Right
191669,Jeong Hyuk,Hyuk Jeong,Jeonbuk Hyundai Motors,31,Korean K League Classic,175,70,Korea Republic,550000,4000,66,66,63,57,68,66,57,73,1,3,High,Medium,Right
208566,Antonio Martínez,Antonio Martínez Felipe,C.D. Leonesa S.A.D.,27,Spanish Segunda División,170,73,Spain,625000,3000,66,68,67,42,59,61,62,66,1,3,Medium,High,Right
215990,O. Benítez,Óliver Benítez,Gimnasia y Esgrima La Plata,26,Argentinian Superliga,186,79,Argentina,700000,4000,66,70,52,32,38,33,66,73,1,2,Low,Medium,Left
221622,C. Dean,Christian Dean,Chicago Fire Soccer Club,24,USA Major League Soccer,191,90,United States,700000,2000,66,70,49,24,42,49,63,77,1,2,Medium,High,Left
222134,T. Hamed,Tarek Hamed,,28,,179,74,Egypt,0,0,66,67,64,62,64,65,69,60,1,2,Low,Medium,Right
158902,D. Fox,Daniel Fox,Nottingham Forest,31,English Championship,183,78,Scotland,425000,8000,66,66,54,46,69,67,64,71,1,3,Medium,Medium,Left
234678,J. Mæhle,Joakim Mæhle,KRC Genk,20,Belgian First Division A,184,81,Denmark,850000,3000,66,75,86,47,50,65,62,70,1,2,High,Medium,Right
237750,K. Tokura,Ken Tokura,Hokkaido Consadole Sapporo,31,Japanese J1 League,187,80,Japan,575000,2000,66,66,70,68,46,60,21,70,1,3,High,Low,Left
240054,S. Alami,Saifeddine Alami,Paris FC,24,French Ligue 2,169,70,Morocco,850000,2000,66,71,72,56,63,68,35,57,1,4,Medium,Medium,Right
189110,P. Hanlon,Paul Hanlon,Hibernian,27,Scottish Premiership,185,70,Scotland,625000,2000,66,68,71,29,52,52,65,72,1,3,Medium,High,Left
204727,H. Dahmani,Hamdi Dahmani,SC Fortuna Köln,29,German 3. Liga,179,78,Germany,650000,1000,66,66,75,63,53,63,39,70,1,4,High,High,Left
232375,T. Umesaki,Tsukasa Umesaki,Urawa Red Diamonds,30,Japanese J1 League,169,68,Japan,600000,4000,66,66,66,64,65,69,39,56,1,4,High,Low,Right
238263,F. Knudsen,Fredrik Knudsen,FK Haugesund,20,Norwegian Eliteserien,190,83,Norway,1000000,1000,66,78,55,25,40,41,65,73,1,3,Medium,High,Right
192695,N. Thompson,Nathan Thompson,Portsmouth,26,English League One,173,71,England,625000,4000,66,67,74,38,52,62,63,75,1,2,Medium,High,Right
203704,I. Salah,Ibrahim Salah,,30,,176,70,Egypt,0,0,66,66,73,56,56,56,65,75,1,3,Medium,High,Right
205752,G. Edwards,Gwion Edwards,Peterborough United,24,English League One,175,76,Wales,850000,3000,66,71,83,60,61,68,35,48,1,3,High,Medium,Right
214200,J. Zuluaga,Juan Zuluaga,Jaguares Fútbol Club,24,Colombian Primera A,176,67,Colombia,750000,1000,66,72,79,32,57,55,61,60,1,3,High,Low,Right
215480,A. Boljević,Aleksandar Boljević,Waasland-Beveren,21,Belgian First Division A,184,77,Montenegro,950000,3000,66,74,75,60,60,70,24,58,1,5,Medium,Medium,Left
232120,S. Moore,Shaquell Kwame Moore,Levante UD,20,Spanish Primera División,180,70,United States,900000,5000,66,76,80,51,55,65,60,67,1,3,Medium,High,Right
238008,J. Elliott,Jack Elliott,Philadelphia Union,21,USA Major League Soccer,196,82,England,750000,2000,66,72,59,24,44,46,65,72,1,3,Low,High,Right
179896,M. Ranégie,Mathias Ranégie,BK Häcken,33,Swedish Allsvenskan,196,91,Sweden,400000,2000,66,66,45,64,56,57,30,74,1,3,Medium,Low,Right
188856,C. Klem,Christian Klem,Wolfsberger AC,26,Austrian Bundesliga,172,71,Austria,650000,4000,66,69,83,44,58,64,58,66,1,2,High,High,Left
198073,A. Martin,Aaron Martin,Oxford United,27,English League One,190,76,England,600000,3000,66,67,53,39,38,42,66,68,1,3,Medium,Medium,Right
215993,D. Miloc,Dardo Miloc,Atlético Tucumán,26,Argentinian Superliga,177,74,Argentina,700000,3000,66,70,65,43,61,64,62,69,1,3,Medium,High,Right
219833,J. Nadeau,Joshua Nadeau,Hansa Rostock,22,German 3. Liga,184,87,France,725000,1000,66,71,68,30,46,45,65,72,1,3,High,Medium,Right
222393,J. Cano,Jhon Cano,La Equidad,34,Colombian Primera A,175,74,Colombia,180000,1000,66,66,66,28,54,61,64,62,1,2,Medium,Medium,Right
166841,N. Adams,Nicky Adams,Carlisle United,30,English League Two,175,70,Wales,600000,4000,66,66,75,57,63,67,37,62,1,3,High,Medium,Right
233401,A. Sigurðarson,Aron Sigurðarson,Tromsø IL,23,Norwegian Eliteserien,177,70,Iceland,875000,2000,66,72,79,61,61,69,33,55,1,3,High,Medium,Right
184249,L. Van Eenoo,Lukas Van Eenoo,KV Kortrijk,26,Belgian First Division A,175,67,Belgium,775000,5000,66,68,60,61,67,67,49,58,1,3,High,Medium,Left
1210,M. Donati,Massimo Donati,Hamilton Academical FC,36,Scottish Premiership,189,79,Italy,90000,2000,66,66,45,56,62,60,62,71,1,3,Low,High,Right
137658,R. Kazior,Rafael Kazior,Werder Bremen II,34,German 3. Liga,186,81,Germany,350000,1000,66,66,72,66,59,65,32,70,1,3,Medium,Medium,Right
215994,A. Cherevko,Alexandr Cherevko,FC SKA-Energiya Khabarovsk,29,Russian Premier League,170,68,Russia,475000,6000,66,66,74,56,60,66,65,45,1,3,Medium,Medium,Right
159930,L. Carteldo,Luciano Carteldo,Audax Italiano,29,Chilian Primera División,180,75,Chile,475000,2000,66,66,61,53,64,57,65,65,1,3,Medium,High,Right
173498,L. James,Lloyd James,Exeter City,29,English League Two,178,74,Wales,625000,4000,66,66,50,59,67,62,57,63,1,3,Medium,Medium,Right
183994,Ricardo Santos,Ricardo da Silva dos Santos,Cerezo Osaka,30,Japanese J1 League,187,80,Brazil,625000,2000,66,66,58,64,52,59,33,76,1,3,Medium,Medium,Right
229051,J. Kjær,Jeppe Kjær,Lyngby BK,31,Danish Superliga,172,71,Denmark,575000,4000,66,66,87,62,51,71,20,71,1,3,High,Medium,Right
236987,B. Kamara,Boubacar Kamara,Olympique de Marseille,17,French Ligue 1,178,68,France,1100000,4000,66,82,65,36,57,54,64,73,1,3,Medium,Medium,Right
178363,J. Placide,Johny Placide,Oldham Athletic,29,English League One,181,89,Haiti,425000,2000,66,66,62,63,59,70,55,63,2,2,Medium,Medium,Right
184763,Y. Thuram,Yohann Thuram,Le Havre AC,28,French Ligue 2,188,90,France,550000,2000,66,68,65,63,67,65,38,67,2,2,Medium,Medium,Right
204220,C. Edwards,Curtis Edwards,Östersunds FK,23,Swedish Allsvenskan,180,65,England,875000,2000,66,72,66,64,66,67,55,60,1,4,High,Medium,Right
207804,A. Bell,Amari'i Bell,Fleetwood Town,23,English League One,180,77,England,850000,2000,66,75,83,42,53,67,61,67,1,3,High,Medium,Left
224956,D. Crowley,Daniel Crowley,Willem II,19,Holland Eredivisie,170,71,England,975000,2000,66,75,72,56,65,71,39,56,1,3,Medium,Medium,Right
232380,Y. Mutō,Yūki Mutō,Urawa Red Diamonds,28,Japanese J1 League,170,68,Japan,675000,4000,66,66,73,68,63,67,31,59,1,2,High,Low,Right
186300,O. Vera,Oscar Vera,Tiburones Rojos de Veracruz,31,Mexican Liga MX,171,66,Mexico,575000,3000,66,66,76,58,61,71,59,61,1,3,High,High,Left
211901,L. Hufnagel,Lucas Hufnagel,1. FC Nürnberg,23,German 2. Bundesliga,183,73,Georgia,875000,6000,66,72,73,55,62,69,50,55,1,3,Medium,Medium,Right
177341,M. Zappino,Massimo Zappino,Frosinone,36,Italian Serie B,188,83,Brazil,90000,1000,66,66,64,71,58,62,49,65,1,2,Medium,Medium,Right
191165,R. Lentini,Ramón Lentini,Bahía Blanca,28,Argentinian Superliga,182,85,Argentina,675000,4000,66,66,76,63,59,65,30,66,1,3,High,Low,Left
210366,N. Lomb,Niklas Lomb,Bayer 04 Leverkusen,23,German Bundesliga,187,84,Germany,625000,8000,66,71,70,61,65,70,39,64,1,3,Medium,Medium,Right
179646,J. Juelsgård,Jesper Juelsgård,Aarhus GF,28,Danish Superliga,182,76,Denmark,500000,4000,66,66,69,43,58,62,61,77,1,2,High,Medium,Left
188094,J. McLaughlin,Jon McLaughlin,Heart of Midlothian,28,Scottish Premiership,188,83,Scotland,525000,2000,66,67,68,66,67,64,53,65,1,3,Medium,Medium,Right
221631,M. Lundemo,Marius Lundemo,Rosenborg BK,23,Norwegian Eliteserien,188,82,Norway,925000,2000,66,74,63,57,65,64,54,66,1,3,Medium,Medium,Right
231103,B. Konaté,Brahim Konaté,AJ Auxerre,21,French Ligue 2,180,66,France,900000,2000,66,73,63,44,61,65,66,62,1,3,Medium,Medium,Right
166847,C. McCann,Chris McCann,Atlanta United FC,29,USA Major League Soccer,185,75,Republic of Ireland,625000,3000,66,66,60,58,67,65,62,72,1,3,Medium,Medium,Left
234943,F. Neuhaus,Florian Neuhaus,Fortuna Düsseldorf,20,German 2. Bundesliga,182,68,Germany,1100000,7000,66,78,67,60,63,69,40,53,1,3,Medium,Medium,Right
235199,R. Norodien,Riyaad Norodien,Orlando Pirates,22,South African PSL,168,65,South Africa,875000,1000,66,72,81,50,60,72,22,42,1,3,Medium,Medium,Right
236991,A. Crognale,Alex Crognale,Columbus Crew SC,22,USA Major League Soccer,196,93,United States,825000,2000,66,74,60,31,44,47,64,70,1,2,Low,High,Right
179903,O. Bozanic,Oliver Bozanic,Ventforet Kofu,28,Japanese J1 League,177,75,Australia,650000,2000,66,66,75,64,65,67,56,58,1,3,High,Medium,Left
183743,A. Blanco,Alfonso Blanco,Pachuca,29,Mexican Liga MX,185,91,Mexico,425000,7000,66,66,62,69,62,65,55,64,1,3,Medium,Medium,Left
191679,Kwak Kwang Sun,Kwang Sun Kwak,Suwon Samsung Bluewings,31,Korean K League Classic,187,77,Korea Republic,425000,3000,66,66,57,50,54,56,64,72,1,3,Medium,Medium,Left
203456,M. Pfitzner,Marc Pfitzner,Werder Bremen II,32,German 3. Liga,183,81,Germany,375000,1000,66,66,58,62,60,63,63,75,1,3,Medium,Medium,Right
210880,R. Fiamozzi,Riccardo Fiamozzi,Bari,24,Italian Serie B,175,76,Italy,875000,7000,66,72,82,48,61,64,60,75,1,2,High,Medium,Right
219584,L. Lezzerini,Luca Lezzerini,Avellino,22,Italian Serie B,195,86,Italy,800000,1000,66,76,67,60,60,70,45,64,1,2,Medium,Medium,Right
221120,R. Vloet,Rai Vloet,NAC Breda,22,Holland Eredivisie,188,75,Netherlands,850000,3000,66,71,58,66,63,63,43,64,1,4,High,Medium,Right
223424,I. Depe,İlhan Depe,Kardemir Karabükspor,24,Turkish Süper Lig,172,66,Turkey,825000,4000,66,69,78,44,61,72,26,55,1,3,High,Low,Left
